Accident_ID,Accident Date,Day_of_Week,Junction_Detail,Accident_Injuries,Light_Conditions,death_toll,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Speed_limit,Hour_of_Accident,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901BS70663,2021-11-12,Thursday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901BS70665,2021-11-17,Tuesday,Roundabout,Slight,Daylight,1.0,2.0,Dry,Roundabout,30.0,8.0,Urban,Fine no high winds,Car
200901BS70666,2021-11-16,Monday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901BS70667,2021-11-11,Wednesday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901BS70668,2021-11-23,Monday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,2.0,Urban,Raining no high winds,Car
200901BS70669,2021-11-19,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,One way street,30.0,9.0,Urban,Fine no high winds,Car
200901BS70670,2021-11-19,Thursday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Other
200901BS70671,2021-11-07,Saturday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,23.0,Urban,Raining no high winds,Motorcycle
200901BS70672,2021-11-17,Tuesday,Roundabout,Slight,Daylight,1.0,2.0,Dry,Roundabout,50.0,5.0,Urban,Fine no high winds,Car
200901BS70673,2021-11-05,Thursday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901BS70674,2021-11-16,Monday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901BS70675,2021-11-25,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901BS70676,2021-11-12,Thursday,Crossroads,Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,17.0,Urban,Raining no high winds,Car
200901BS70677,2021-11-28,Saturday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,20.0,Urban,Raining no high winds,Car
200901BS70678,2021-11-28,Saturday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,20.0,Urban,Raining no high winds,Car
200901BS70681,2021-11-30,Monday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,16.0,Urban,Raining no high winds,Car
200901BS70682,2021-12-01,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70683,2021-12-01,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Dual carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901BS70684,2021-12-01,Tuesday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901BS70687,2021-10-02,Friday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901BS70688,2021-10-02,Friday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Van
200901BS70689,2021-12-01,Tuesday,Crossroads,Slight,Daylight,1.0,1.0,Frost or ice,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901BS70690,2021-12-03,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,6.0,Urban,Raining no high winds,Car
200901BS70691,2021-11-26,Thursday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70692,2021-12-04,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901BS70693,2021-12-02,Wednesday,Crossroads,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901BS70694,2021-12-03,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901BS70695,2021-11-28,Saturday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,17.0,Urban,Raining no high winds,Car
200901BS70697,2021-12-07,Monday,Crossroads,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70698,2021-11-29,Sunday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Dual carriageway,30.0,2.0,Urban,Fine no high winds,Car
200901BS70700,2021-12-04,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Raining no high winds,Car
200901BS70701,2021-12-07,Monday,T or staggered junction,Serious,Darkness - lights lit,1.0,2.0,Wet or damp,Dual carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70702,2021-12-07,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,12.0,Urban,Raining no high winds,Motorcycle
200901BS70703,2021-12-08,Tuesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,21.0,Urban,Raining no high winds,Car
200901BS70704,2021-12-05,Saturday,T or staggered junction,Fatal,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901BS70705,2021-11-30,Monday,Not at junction or within 20 metres,Fatal,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,13.0,Urban,Raining no high winds,Car
200901BS70706,2021-12-11,Friday,Slip road,Fatal,Darkness - lights lit,1.0,2.0,Dry,Dual carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70707,2021-12-13,Sunday,Roundabout,Fatal,Darkness - lights lit,1.0,1.0,Wet or damp,Roundabout,30.0,16.0,Urban,Raining no high winds,Car
200901BS70708,2021-12-05,Saturday,Crossroads,Fatal,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,22.0,Urban,Raining no high winds,Van
200901BS70709,2021-12-11,Friday,Crossroads,Fatal,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Motorcycle
200901BS70710,2021-12-04,Friday,T or staggered junction,Fatal,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,19.0,Urban,Raining no high winds,Car
200901BS70711,2021-12-09,Wednesday,T or staggered junction,Fatal,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Motorcycle
200901BS70712,2021-12-10,Thursday,T or staggered junction,Fatal,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901BS70713,2021-12-10,Thursday,T or staggered junction,Fatal,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901BS70714,2021-12-12,Saturday,Crossroads,Fatal,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Van
200901BS70716,2021-12-08,Tuesday,Crossroads,Fatal,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Van
200901BS70717,2021-12-03,Thursday,T or staggered junction,Fatal,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901BS70718,2021-12-14,Monday,T or staggered junction,Fatal,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,16.0,Urban,Raining no high winds,Motorcycle
200901BS70719,2021-12-17,Thursday,Crossroads,Fatal,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,13.0,Urban,Other,Car
200901BS70720,2021-12-16,Wednesday,Crossroads,Fatal,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,14.0,Urban,Snowing no high winds,Car
200901BS70721,2021-12-17,Thursday,More than 4 arms (not roundabout),Fatal,Darkness - lights lit,2.0,1.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Raining no high winds,Car
200901BS70722,2021-12-18,Friday,T or staggered junction,Fatal,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901BS70723,2021-12-18,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901BS70724,2021-12-19,Saturday,Crossroads,Slight,Daylight,3.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901BS70725,2021-12-09,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901BS70726,2021-12-17,Thursday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Snow,Single carriageway,30.0,21.0,Urban,Snowing no high winds,Car
200901BS70727,2021-12-18,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,16.0,Urban,Snowing no high winds,Motorcycle
200901BS70728,2021-11-07,Saturday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901BS70729,2021-12-15,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70730,2021-12-11,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901BS70733,2021-12-16,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901BS70734,2021-12-15,Tuesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,5.0,Urban,Fine no high winds,Car
200901BS70735,2021-12-06,Sunday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,16.0,Urban,Fine no high winds,Motorcycle
200901BS70736,2021-12-21,Monday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,3.0,Urban,Fine no high winds,Car
200901BS70738,2021-12-22,Tuesday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Motorcycle
200901BS70739,2021-12-20,Sunday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,22.0,Urban,Raining no high winds,Van
200901BS70740,2021-12-18,Friday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Frost or ice,Dual carriageway,30.0,21.0,Urban,Fine + high winds,Car
200901BS70741,2021-12-24,Thursday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,0.0,Urban,Raining no high winds,Car
200901BS70742,2021-12-28,Monday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901BS70746,2021-12-13,Sunday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Dual carriageway,30.0,11.0,Urban,Fine no high winds,Motorcycle
200901BS70749,2021-12-31,Thursday,Private drive or entrance,Serious,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901BS70752,2021-12-05,Saturday,T or staggered junction,Serious,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Raining no high winds,Car
200901BS76783,2021-01-17,Saturday,More than 4 arms (not roundabout),Serious,Darkness - lights lit,2.0,1.0,Wet or damp,Dual carriageway,30.0,4.0,Urban,Raining no high winds,Van
200901BS76853,2021-01-08,Thursday,T or staggered junction,Fatal,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901BS77012,2021-01-31,Saturday,T or staggered junction,Serious,Daylight,1.0,1.0,Dry,Dual carriageway,30.0,14.0,Urban,Fine no high winds,Motorcycle
200901BS77057,2021-02-05,Thursday,Not at junction or within 20 metres,Fatal,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS79002,2021-12-31,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS79005,2021-12-19,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,2.0,Urban,Fine no high winds,Car
200901BS79035,2021-12-30,Wednesday,T or staggered junction,Slight,Darkness - lights lit,2.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901BS79081,2021-10-29,Thursday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901CP00001,2021-01-08,Thursday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Other
200901CP00002,2021-01-09,Friday,Crossroads,Slight,Darkness - lights lit,2.0,3.0,Dry,Dual carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901CP00003,2021-01-12,Monday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901CP00004,2021-01-14,Wednesday,T or staggered junction,Slight,Daylight,2.0,1.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901CP00005,2021-01-14,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901CP00006,2021-01-16,Friday,T or staggered junction,Serious,Darkness - lights lit,1.0,1.0,Dry,One way street,30.0,21.0,Urban,Fine no high winds,Car
200901CP00007,2021-01-21,Wednesday,T or staggered junction,Slight,Darkness - lights lit,2.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901CP00008,2021-01-23,Friday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901CP00009,2021-01-20,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,One way street,30.0,10.0,Urban,Fine no high winds,Car
200901CP00010,2021-01-22,Thursday,T or staggered junction,Serious,Darkness - lighting unknown,1.0,1.0,Wet or damp,Single carriageway,30.0,7.0,Urban,Raining no high winds,Car
200901CP00011,2021-01-22,Thursday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Fine no high winds,Motorcycle
200901CP00012,2021-01-23,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Van
200901CP00013,2021-01-14,Wednesday,Not at junction or within 20 metres,Serious,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901CP00014,2021-01-26,Monday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901CP00015,2021-01-27,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901CP00016,2021-01-29,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901CP00017,2021-01-30,Friday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901CP00018,2021-02-03,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,One way street,30.0,8.0,Urban,Fine no high winds,Bus
200901CP00019,2021-02-06,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,5.0,Urban,Fine no high winds,Car
200901CP00020,2021-02-11,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,8.0,Urban,Fine no high winds,Taxi
200901CP00021,2021-02-13,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901CP00022,2021-02-13,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901CP00023,2021-02-16,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901CP00024,2021-02-18,Wednesday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901CP00025,2021-02-18,Wednesday,Roundabout,Slight,Daylight,1.0,1.0,Dry,Roundabout,30.0,7.0,Urban,Fine no high winds,Motorcycle
200901CP00026,2021-02-21,Saturday,Not at junction or within 20 metres,Serious,Darkness - lights lit,1.0,1.0,Dry,Dual carriageway,30.0,3.0,Urban,Fine no high winds,Car
200901CP00027,2021-01-30,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,One way street,30.0,8.0,Urban,Fine no high winds,Car
200901CP00028,2021-02-20,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Motorcycle
200901CP00029,2021-02-20,Friday,T or staggered junction,Serious,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Motorcycle
200901CP00030,2021-02-22,Sunday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901CP00031,2021-02-24,Tuesday,Private drive or entrance,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Motorcycle
200901CP00032,2021-02-20,Friday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Motorcycle
200901CP00033,2021-02-24,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Wet or damp,One way street,30.0,12.0,Urban,Raining no high winds,Car
200901CP00034,2021-02-25,Wednesday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901CP00035,2021-02-24,Tuesday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,9.0,Urban,Other,Car
200901CP00036,2021-02-26,Thursday,Private drive or entrance,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Raining no high winds,Car
200901CP00037,2021-02-27,Friday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Dual carriageway,30.0,6.0,Urban,Fine no high winds,Bus
200901CP00038,2021-02-05,Thursday,Private drive or entrance,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901CP00039,2021-03-01,Sunday,Roundabout,Slight,Darkness - lights lit,2.0,2.0,Dry,Roundabout,30.0,3.0,Urban,Fine no high winds,Car
200901CP00040,2021-04-24,Friday,Not at junction or within 20 metres,Fatal,Daylight,2.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901CP00041,2021-03-04,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,9.0,Urban,Fine no high winds,Motorcycle
200901CP00042,2021-03-03,Tuesday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Dual carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901CP00043,2021-03-03,Tuesday,Crossroads,Serious,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,14.0,Urban,Raining no high winds,Car
200901CP00044,2021-03-03,Tuesday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901CP00045,2021-03-10,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901CP00046,2021-03-10,Tuesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,20.0,Urban,Raining no high winds,Van
200901CP00047,2021-04-06,Monday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901CP00048,2021-03-12,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901CP00049,2021-03-17,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901CP00050,2021-03-18,Wednesday,T or staggered junction,Serious,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901CP00052,2021-03-20,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,One way street,30.0,19.0,Urban,Fine no high winds,Other
